Unnamed: 0,Tweet,len,metrics,source
8804,thi man great_grandfath jail 10000 day today freedom walk countri democraci becom_joke countri jai_hind http_co xp57bmo3qr 10,130,"{'retweet_count': 22, 'reply_count': 0, 'like_count': 33, 'quote_count': 0}",Twitter for Android
8805,aunti mayor state park galahana i love miss thank vid chat facebook anyway rememb asturia,99,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8806,i feel all royalti about time,32,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
8807,finest realli nengi wrong sha,29,"{'retweet_count': 16, 'reply_count': 4, 'like_count': 111, 'quote_count': 8}",Twitter for Android
8808,veri_bad act,15,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8809,ohh realli mai aur jealou http_co osqw595fdj,46,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",Twitter for Android
8810,i sorri love real,17,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8811,today the_intellig armenia_azerbaijan conflict_escal pandem_show better way_handl abort_mysteri spider_lethal bite http_co 5zrredfdki,149,"{'retweet_count': 19, 'reply_count': 4, 'like_count': 55, 'quote_count': 3}",SocialFlow
8812,love,4,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8813,still 17 day go great reward avail http_co 57vocf8lyb,60,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
8814,right dr trump know better actual md keep drink koolaid i say clorox,72,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 1}",Twitter for Android
8815,toni i exhaust i watch listen liar anymor i idea rule i love citi what done,79,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
8816,pleas stay_strong i depress i realli bad day seem_like thing never get better point life good day alway come i swear worth wait life get better happi i promis,171,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter Web App
8817,i hate tbh whatev,19,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8818,lavi lavi bracket yooool am lava lava with everyth welli welli you make heart go yori yori nobodi love way i,111,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
8819,but life selfgener pule manipul matter think bodi dose even far thought influenc other,99,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
8820,think think forgiv look_like jordi hell jordi,56,"{'retweet_count': 10, 'reply_count': 4, 'like_count': 99, 'quote_count': 1}",Twitter for iPhone
8821,earlier promis bio i song pin_tweet tag great,53,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
8822,alispook back i love halloween http_co btpfdxg04p,50,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
8823,omg glad better x,17,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
8824,can_pleas drop_fine pictur_independ day celebr we_need we show world beauti_moment not_bad road_critic everytim_pleas upload_pictur,155,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
8825,better togeth go cat http_co h3qhe25ljn,43,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 28, 'quote_count': 0}",Twitter for iPhone
8826,wait second tri flex call flock karen think flock call complaint crowd that bare qualifi book club meet here crowd http_co qjqly5kl0c,147,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8827,it realli that i vote_trump,29,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
8828,good the uk_govern don_t want a deal do they the uk broke law knowingli i angri http_co q7uhknq20m,103,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8829,i dont hate white_peopl read twitter histori i utterli depis racist_white peopl big differ re comparison america it like say i beat_child stick i lock_insid dark cupboard stair i say,195,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",Twitter Web App
8830,sangyeon better be readi,24,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
8831,rt have thought use projector we adjust new_normal better way colleagu absolut huge project screen http_co riqeakgt6o,130,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",IFTTT
8832,god 25_year whi u_guy learn ur mistak bring past great idea i tell u it tear_apart one low point life and u_guy bring_back gonna good,151,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8833,just think altern univers matt_hancock prime_minist win 2019 leadership elect gener elect the countri full lockdown 12th month run economi contract back earli 1900 we still_wait vaccin,210,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
8834,u love http_co dhl3htzgvt,26,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 7, 'quote_count': 0}",Twitter for iPhone
8835,pleas honest annoy feel_like everyon piss feel extrem_selfish bcz im_sorri like,89,"{'retweet_count': 0, 'reply_count': 5, 'like_count': 1, 'quote_count': 0}",Twitter Web App
8836,i think piss anyon care tbh and liter bit thing like holi shit mad,74,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
8837,japanes sake day thi hiyaoroshi drink autumn it tast mellow gold leaf sake realli beauti http_co c7rfnelft,115,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8838,our co_founder interview editor octob issu month featur poet to read zelli work well lot great_articl websit visit_link http_co 0omqy9n2sr,150,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Twitter for iPhone
8839,more specif i think urgent need hold citizen assembl issu help inform decis come month http_co gqzlobhth0,126,"{'retweet_count': 2, 'reply_count': 2, 'like_count': 7, 'quote_count': 0}",Twitter Web App
8840,here_deal i think scrutini actual action proud_boy better i suggest label way feed oppon craze fantasi know look see realli,135,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
8841,love much jungkook,18,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8842,yeah like i love napoleon,27,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
8843,not at singto repost hosico he realli is_a cat slave http_co p0lhx0zkso,75,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter Web App
8844,worst feel ever,18,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8845,my_babi i love_youuu ok you deserv the world you,45,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8846,realli get frustrat like oli cant put like bc tri_hard enough kid keep oli bad situat oli continu put talk loooot feel wise bc need get system,161,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8847,peopl go surpris way indian growth go recov go sustain recov that person_opinion i defer indian i reserv right_wrong,136,"{'retweet_count': 6, 'reply_count': 2, 'like_count': 16, 'quote_count': 1}",TweetDeck
8848,love_u boyz http_co yyogs8lnx3,31,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8849,oh fr bad listen,19,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8850,anoth great_thread and connect russia futur http_co 0if35kg9qz,68,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8851,i think adult abl diffrenti politician person charact abil perform_duti presid i would_rather take uncouth trump_perform duti meek presid inept,167,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8852,bonu point octbr pile includ captain moxley and the ember of_the empir you get noth except undi_love http_co lapvrwdz7r,132,"{'retweet_count': 1, 'reply_count': 7, 'like_count': 14, 'quote_count': 0}",Twitter Web App
8853,i know use peopl cashpont i know respect better ie everyon,60,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8854,love_u lt_33,12,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8855,love account wonderful day check tool help gain gt_gt http_co hqbattsigt http_co lhxiybtohu,95,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",rodtbx
8856,i realli understand if straight part prívate life they deserv_respect they fantasi need realist if someday one relationship anoth_person accept ir,152,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter Web App
8857,opinion will you leav countri trump_is re_elect the new_york time http_co oc6f2zktcm,89,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8858,ye becaus_know hate pundit i bet never_heard,47,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
8859,good work i hang american flag hous veri blue citi i think neighbor recogn may secondari mean,101,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8860,i think im see lot women_artist platform thi actual lead tunebubbl women_artist thread,95,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
8861,they realli weird peopl whi nobodi keep shit_anymor,53,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8862,love davido broke shame guy unlik 9ja artist a king,53,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8863,great learn loud via,23,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
8864,love soooo_much one_best seventeen account around kudo http_co czutkynyji so,76,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
8865,didn work eu i guess know act_bad faith,42,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8866,she elect politician even knew joke like retweet joke victim keep_mouth shut don think pretti sick like joke like,120,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
8867,thank you definit feel peac draw morn btw i love diana,68,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
8868,bad migrain sinc yest sia wtf,31,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8869,i love,6,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
8870,love see http_co w8hvwazjnx,28,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
8871,x drive love bitch tune right,29,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter
8872,thi feel_soooo unreal i sooo happi love boy http_co zkt3hfdo4v so so,66,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8873,ha we think_indaboski learn,30,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for Android
8874,thi problem mani great game like take kid corner shop sweet,62,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
8875,not_gonna stream lineart process i feel bad peopl watch draw line stroke 100 year,86,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
8876,great skill http_co wmmpgmqtug,32,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for Android
8877,happi_7th month first_ever group_stan love_u http_co g4kobiub91,64,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 420, 'quote_count': 0}",Twitter for iPhone
8878,kl hujan lebat gila eat alon cafe mayb peopl would think oh lonelynya bdak ni best time alon listen raindrop isnt,124,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Twitter for iPhone
8879,overal i found season pretti okay noth great terribl happen strong 6_10,78,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8880,great work,10,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
8881,momma_horney one_cum play http_co sxpyygyfti_think i get_belli oili_later take_hot pictur you know find http_co pwklkhzral,126,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8882,of_cours haha i think give_chanc sunni peopl will convert,64,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
8883,did manag establish may good reason today bad day,51,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8884,i struggl game awesom i think mp mechan seem obtus i total dive back though play lock 60,101,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
8885,oh someth awesom day http_co aw8t8acssq http_co k14pzlw5sv,64,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
8886,i love dress much dvsi2beiwo http_co 0pcjdms9xp,48,"{'retweet_count': 2, 'reply_count': 2, 'like_count': 14, 'quote_count': 1}",Twitter for Android
8887,i hate thisbh http_co ufscckr65m,34,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8888,idk bruh realli cant understand basketbal,42,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
8889,feel,4,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8890,great shot full harvest_moon citi demopoli morn http_co lzpqxgvtfb,71,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",SocialNewsDesk
8891,buy_better by_zayn buy_better by_zayn buy_better by_zayn buy_better by_zayn buy_better by_zayn buy_better by_zayn buy_better by_zayn,132,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8892,it tast exaclti like_chocol cake i realli know exist,58,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter Web App
8893,worst fear emot play one person truli love,48,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
8894,the_way gold_medal end member anyway lmao the roller_coaster emot made us feel http_co xld4v4lmcg,104,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8895,i suppos think wale alreadi quit small split might confus averag german but i outrag http_co gd6hrz685n,117,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
8896,when_gestapo maskhol_challeng realli need_enter establish_carri exempt_card you_skin allergi_elast wrap_round ear_work treat_sure mention_way,163,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8897,love color purpl,17,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8898,if free kick take deflect wall alway_given kick taker matter target i think stupid,87,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8899,activist burn think smooth brain,33,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",Twitter for iPhone
8900,i love get latest_trend my_latest purchas black boot white knit amaz http_co lfpqscwk1i,98,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Stardoll
8901,love,4,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
8902,ugh get_misgend realli fuck hurt like punch_face instead feel better get_misgend,100,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for Android
8903,im confus could explain better,32,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
8904,think ave lost last brain_cell tri workout thought_process tweet http_co vox9eds9k7,88,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
8905,ladi hyster joke human bad sad,34,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8906,what boob i love,17,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8907,your month love,15,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8908,u_deserv love way u love,26,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8909,i feel_like awhil ago,22,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8910,becaus all argument right democrat playbook even bring unfinish fine peopl quot downplay good thing done black commun i feel_like i debat tom perez whi earth wouldnt i assum democrat,202,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8911,the_fact peopl still think racist mean mainstream media still much influenc,78,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 39, 'quote_count': 0}",Twitter for iPhone
8912,great,5,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8913,i sure i feel on one hand i love webber push around regard valuat but 25m lot money if stay poor season valu drop consider http_co 4nupux6hha,156,"{'retweet_count': 0, 'reply_count': 5, 'like_count': 5, 'quote_count': 0}",Twitter for iPhone
8914,thi guy love china or order someth china never_receiv lol we bigger problem unit_state florida let get done leav china along,135,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8915,think pebbl salti lose lt_3,30,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8916,it realli affect us believ world revolv_around america http_co llguozx2nt,76,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8917,taint_love,12,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
8918,jame wood 2 7 million_follow do_think actor_no conserv voic hollywood basic blackbal,102,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8919,for univers student go_back campu new sem realli hope uni gave new notic go_back campu the current_situat get_wors would catastroph univers cluster,167,"{'retweet_count': 3589, 'reply_count': 31, 'like_count': 3261, 'quote_count': 162}",Twitter for Android
8920,feel_like bodi would give minut,32,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8921,don you good enough okay don think neg girl,48,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8922,they_ad bandit near_futur i think raid type like hang road type,75,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8923,great question,14,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
8924,yeah see realli ef celi,26,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8925,even mani long year pronunci continu bad he made_attempt correct,72,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8926,donni you comment thing understand make look_like idiot you nearli smart think,81,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8927,love brain_cell need rest,26,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter Web App
8928,eat bestfriend amp hope talk even small matter atleast know love everyday,78,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8929,i sure i could feel would sad sorri_loss miss carriag,54,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8930,i afraid open_eye don even know mani tear i cri now i found love life i get mardic_all the_way,99,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
8931,wait a minut i fulli cop fact seri_x focu emul old game i caught better emul i_forgot next_gen consol,117,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Twitter for Android
8932,i would love win lt_33 let see,31,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
8933,know go give nro amp noth filthi ik say that attack armi establish dirti past state secret get nro i think ik armi decid give inch,149,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8934,hey pleas play_brandi i love it can_pleas keep_rotat thank great_day,74,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8935,mani gadget caus eye sometim feel_like use pc phone much http_co qjij2vy6eh,80,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8936,thi stupid bitch i think troll i block age ago say watch jason brown ponytail,84,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8937,good_morn syd great way start day see beauti happi face http_co kx3ioxs6p5,84,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",Twitter for Android
8938,great show rise,17,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
8939,think big thought relish small pleasur keep_shine rashami,62,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8940,love watch varieti_show there 78 chanc mc donghe leeteuk see artist watch show,87,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8941,i love girl http_co 5fhxiiwe9j,31,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
8942,the sad realiti peopl vote_trump realli stupid,49,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8943,feel better send_strength,28,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8944,here amaz art guy thing realli start ramp keep eye peel http_co 4kiiuci6fh,87,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8945,boden realli mad,16,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
8946,love http_co pmqkqimmri,24,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",Buffer
8947,simpli_look photo_someon love help_reliev pain,51,"{'retweet_count': 313, 'reply_count': 25, 'like_count': 2107, 'quote_count': 48}",Buffer
8948,haha i think actual coupl em they like nobodi_care what u think plutonium squat alon bare seen ahahahaha hahahaha,124,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
8949,may becom first major power recogn i think 2020 2021 may year knock china sever notch global rank http_co 9wakocebqm,129,"{'retweet_count': 10, 'reply_count': 1, 'like_count': 14, 'quote_count': 2}",Twitter Web App
8950,see hype happi great way end night keep,42,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
8951,fact cri_due life plu read made even_wors go take tylenol melatonin go_bed love much,98,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
8952,hate onlin learn,20,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8953,hate school,11,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8954,i love plot regard carmen mom ep_1 2 though sadli thrown window 3 episod,78,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8955,yeah dat bad babi trust mi mi know alreadi,43,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
8956,the major angri amp want blame easiest person think life suck ass,69,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8957,she also_theori presid_denounc hate_group http_co d3eqszz59m via ok know well and thi_is scari although mani_us could guess,133,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
8958,what bad_actor http_co byss4eetpv,34,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for Android
8959,thank casey i realli glad recommend avatar honestli,54,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
8960,realli oh_god,13,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8961,i rememb find mayvi x rapunzl one song realli like never_knew name mom play ww river flow smth thank random shipper past,134,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
8962,she_said begin amp even day cri kid later said acquaint friend world peopl took_first statement dissect nengi nengi bad blood way rica made_seem caus viewer crucifi neng,188,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 17, 'quote_count': 0}",Twitter for Android
8963,i alreadi prove_wrong read back previou tweet even gran know heavili censor googl follow money use better search_engin not one fund bill_gate you check fact http_co er4vmnibfj,188,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8964,ju smoke last weed feel bad man,33,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8965,kintu manchest happen jennif realli oil elbow well congratul jennif http_co gachr88rmx,104,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
8966,realli depriv sleep_reason,27,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
8967,i sure deliber set get whop great major independ strike complet mad,91,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
8968,i terribl human feel bad jeffre,36,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
8969,covid_19 millionair whistleblow godwin agutu either undercov state agent realli good untouch imperson alex mutua mutuku arrest togeth agutu one demand 2m bribe kenya best notori hacker http_co otork8qx9x,228,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 5, 'quote_count': 1}",Twitter for Android
8970,beep boop bap i feel_like crap,30,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",Twitter for Android
8971,i found love carri secret mardic_all the_way,46,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
8972,i follow great anon fb hi page gone also he keep everyon date everyth jfk jr flynn delta rocket launch 3gd i think show time,137,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
8973,listen bro love relationship base money doom money come go bro give bebz money let love http_co 3ild3zfznj,111,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
